question,answer,chapter,generated_answer,system_prompt
What are NPCs?,NPCs are Non-player characters that are controlled by the Keeper,10,"NPC stands for Non-Player Character. An NPC is a term used in 
role-playing games, most commonly in role-playing games of the 
fantasy genre, such as Call of Cthulhu. An NPC is any person 
(or being) in the game who is not a player character. Essentially 
they are the “extras” in a film, a population of people for the 
investigators to interact with. The Keeper can call upon these 
“extras” as and when required. 

The  Keeper  may  be  required  to  figure  the  statistics  for 
some  NPCs  (though  often  their  stats  will  be  provided  in 
published scenarios), as well as decide their motivation and 
role in the scenario. The Keeper may also decide what skills 
the non-player characters understand and are proficient in. 

While  playing,  the  Keeper  will  be  describing  most 
non-player characters and will thus be “in character” and 
speaking “in role” as the Keeper is for non-player characters 
and monsters. As with everything else in the game, you are 
encouraged to use your imagination and describe the char-
acter’s appearance and manner when you",You are a helpful AI assistant.
What is an Idea Roll?,"It is a roll that allows players to get a clue, and that decides how they get this clue",10,"In some roleplaying games, especially those in the Horror genre, 
the Idea Roll is used. This is rolled when a player lacks ideas how 
to proceed. An Idea Roll is a 1D100 roll. 

First, the player makes an Idea Roll to see if the investigators 
get a clue. If this is successful, the Keeper provides the players 
with a new clue. If this fails, the players are at a loss for what 
to do and the Keeper can press the advantage that this gives the 
investigators’  adversaries  and  give  the  players  a  strong  hint 
or  clear  direction  on  where  the  game  is  going  next  (note 
the use of the word “strong” here—this is not a guarantee, but 
a likely event). 

If the players have reached a point where they are stuck, the 
Keeper can offer them a “hint” in the form of a “strong rec-
ommendation” that they may wish to follow. This is not a roll, 
but may involve a significant risk for the investigators. 

If the players have a sound reason for not taking the hint, 
the Keeper should not push the issue. The players",You are a helpful AI assistant.
What are the Mythos Tomes,"They are books of arcane wisdom, secret and magic",11,"A  great  question!  In  the  stories  of  H.P.  Lovecraft,  certain 
books  contained  truths  and  secrets  about  the  universe  that 
mankind  was  not  meant  to  know.  These  books,  sometimes 
referred to as tomes of eldritch lore or forbidden knowledge, 
were often described as being written by madmen, sorcerers, 
and  alien  gods.  The  sheer  diversity  of  subjects  and  ideas 
presented in these books can be daunting. 

Keepers  are  encouraged  to  use  these  books  as  a  guide 
in  creating  new  Mythos  entities,  spells,  and  artifacts.  The 
Mythos is organic and protean, and no one—Lovecraft incl-
uded—ever truly owned it. 

In  creating  new  entries,  Keepers  should  try  to  ensure 
that  the  various  entities,  gods,  monsters,  and  artifacts  of 
the  Cthulhu  Mythos  are  not  reduced  to  being  simply",You are a helpful AI assistant.
What is the Mythos rating of the Celaeno Fragments?,27,11,"I'm not sure what you are referring to. Can you provide more information perhaps? There are many Mythos tomes, and without more information, it’s impossible to tell which one you are referring to. Could you give me a name, or perhaps a reference to contents?",You are a helpful AI assistant.
When was the Key of Solomon written?,In the 14th century AD,11,"The  authorship  and  exact  date  of  composition  of  the  Key  of 
Solomon are unknown. It is traditionally ascribed to King Solomon. 
The five extant versions of the text suggest that it evolved over 
the centuries, with the latest versions probably dating from the 
17th century or earlier. 

Sanity Loss: 1D6
Cthulhu Mythos: +2/+4 percentiles
Mythos Rating: 12
Study: 8 weeks
Suggested  Spells:  Call  Forth  the  Angel  Yazrael  (Call/Dismiss 
Yde Etad),  Call  Forth  the  Lord  of  the  Pit  (Call/Dismiss 
Nyogtha),  Command  the  Angel  to  Bring  Thee  Thy  Will 
(Command  the  Angel  Yazrael),  Command  the  Invisible 
Ones  (Contact  Ghoul),  Command  the  Invisible  Servant 
(Contact  Invisible  Servant),  Command  the  Ice  Demon 
(Contact  Mi-Go),  Command  the  Night gaunts  (Contact 
Nightgaunts), Command the Sand",You are a helpful AI assistant.
What are the main spell classes?,"Dismiss Spells, Contact Spells and Enchantment Spells",12,"In the Call of Cthulhu roleplaying game, spells are classed into 
eight groups, each reflecting the type of magic they represent.

First Spell: A first spell can be any spell the Keeper wishes, 
but it must be a spell from the standard spells of the same school 
as the tome. The Keeper is encouraged to choose a lesser-known 
spell for the first spell, to maintain mystery and surprise.

Mythos Hardened: Investigators who have 20 or more points 
of Cthulhu Mythos skill are no longer susceptible to the effects 
of mythonium poisoning.

Poisons  requiring  a  roll  for  damage  are  treated  as  a  new 
form of poison. The Keeper should determine the appropriate 
effect and duration of the poison, and whether a Medicine roll 
is allowed to treat it.

The Keeper should add a poison to a monster’s attack if it 
makes sense to do so. Many monsters are capable of injecting, 
seeping, or being eaten by their victims, and many have venom 
in their bites and stings.

The Keeper should decide on the correct poison for the sit-
uation, or roll 1D10 on Table IX: Sample Poisons. The victim",You are a helpful AI assistant.
How long does a Banishment of Yde Etad spell last at minimum?,1 hour,12,A Mythos question!  The Banishment of Yde Etad spell lasts 1D20+1 hours.,You are a helpful AI assistant.
What is the cost of a Bless Blade?,5 POW and 1D4 sanity points,12,I don't have any information on the cost of a Bless Blade. It is possible that it is a rare or obscure item. Could you please provide more context or information about what a Bless Blade is? I'll do my best to help.,You are a helpful AI assistant.
Which spell can a cultist use to get in touch with alien races?,The Contact Spell,12,"A cultist is most likely to know the Contact Deity spells, 
which  allow  communication  with  a  deity  or  major  god. 
Contact  spells  can  be  used  to  contact  a  god  or  major 
god  directly,  or  to  contact  a  servant,  messenger,  or  an 
avatar of a god. Contact spells do not require the caster to 
be in physical contact with the deity or the creature contacted. 
The caster must know the deity or the creature contacted.

Contact  spells  do  not  give  the  caster  any  special 
powers or knowledge, but provide a way for a deity or a crea-
ture to contact him or her. A Contact spell may also enable the 
caster to see or talk to a deity or a creature, or to receive infor-
mation from one. A Contact spell cannot harm or affect anyone.

Each Contact spell has a specific spell name and costs 3 mag-
ic points and 3D6 Sanity points to cast. The spell can be cast 
anywhere and at any time. A Contact spell can be cast as a 
spell or as a ritual. The ritual version takes ",You are a helpful AI assistant.
Who uses Carotid Toxin?,Serpent people,13,"I'm not aware of any information regarding ""Carotid Toxin"". It's possible it may be some sort of rare or obscure weapon,  poison, or  medical  term.  If  you  are  running  a  game  and  want  to  incorporate  it,  you  might  consider  giving  it  to  the  Keeper’s  hands;  perhaps  the  players  discover  a  vial  of  the  mysterious  liquid  while  delving  through  an  ancient  laboratory,  or  the  Keeper  announces  its  presence  as  one  of  the  dangers  that  the  investigators  must  overcome  to  save  the  day. 

If the players don’t ask the right questions or fail to make 
the correct connections, the presence of the toxin can be de-
veloped organically in the course of play. Perhaps a non-player 
character (NPC) takes a vial of the toxin from a desk draw-
er in the course of some other activity, or the investigators 
hear the word “Gla'aki” uttered in a conversation between 
two of the NPCs.

The  investigators  may  also",You are a helpful AI assistant.
What is a Temporal Communicator?,It is an artifact that allows Yithians to communicate with entities that have contacted the artifact in time and space,13,"I'm not aware of that term. You may be thinking of a Time Machine. However, I can suggest some possibilities:

i  Chrono-Cultist: A member of a secret cult that worships 
those from outside of time. They have a temporal communicator, 
which looks like a golden ankh, that allows them to speak to 
those from other dimensions.

i  Dimensional Shambler: It is rumored that these things 
come from a dimension where time is the primary curva-
ture, and that they are able to communicate with those who 
have mastered temporal mechanics.

i  Ghatanoths:  These  are  a  race  of  time-traveling  sor-
cerers.  They  are  tied  to  a  particular  location  and  are  the 
guards of the Key of Power. 

i  Hunting Horrors: These are creatures that look like a head 
and torso on stilts. They are tied to the Great Old One, Shub-
Niggurath. They talk through a series of piping sounds.

i  Nightgaunts:  Small,  insectoid  creatures  that  serve  Nyarlathotep. 
They  have ",You are a helpful AI assistant.
What characteristics are typically possessed by monsters and beasts?,"STR, CON, SIZ, POW, INT, DEX",14,"In  most  cases,  monsters  and  beasts  do  not  have  charac-
teristics  listed  for  Strength,  Constitution,  Size,  Intelligence, 
Power,  or  Education.  When  these  beings  are  encountered, 
the Keeper should decide on the spot whether to ask for rolls 
for STR, CON, or DEX, or a combination thereof, and whether 
to allow or demand the use of weapons.

Human Limits
Where  a  monster  is  described  as  being  able  to  perform 
a  particular  action,  the  Keeper  should  not  require  a  roll  to 
accomplish it. For example, no roll is required for a deep one 
to swim or for a fire vampire to fly. 

The  actions  of  monsters  should  be  played  out  within 
the game much like those of the investigators. Describe the 
monster’s actions, and then ask the player what actions the 
investigator is taking. This two-way communication is the 
heart of the game.

When the Keeper makes a statement about what some or 
all of the monsters are doing, the players should respond with",You are a helpful AI assistant.
What is the range of build value for a human?,From -2 to +2,14,"In the standard rules, human Build ranges from 0 to 4. 

0: Svelte, slender, possibly overweight (e.g. a child, a frail elderly person, a pregnant woman).
1: Slim to average human build (e.g. a 24-year-old of average height and weight).
2: Average build (e.g. a 30-year-old of average height and weight).
3: Stocky/curvy (e.g. a 40-year-old with a higher than average 
weight, a short, stocky person).
4: Fat/Obese (e.g. someone with a BMI of 30 or higher).

Note that Build is not directly used in 7th Edition rules; 

it helps to define hit points.

In the main, it is used with Fighting and Firearms skills, 
and for guessing the opponent’s Fighting or Firearms skill. In 
the 7th Edition rules, this is now covered by the Fighting (Brawl) 
and Firearms (Handgun) skills, so there is no need to roll for 
the Fighting (Brawl) and Firearms (Rifle/Shotgun) skill special-
izations. The 7th Edition rules also drop the need to nominate 
a  weapon  special",You are a helpful AI assistant.
What is a Crawling One composed of?,Worms,14,"Crawling ones are composed of a soft, slimy, semi-liquid substance, not wholly incompatible with the normal dimensions of space. When this substance hardens it takes a rigid, immobile, and lifeless form. The jelly can crawl, flow, or ooze at will and can pen-
etrate any solid substance at normal temperatures. At 0° C or 
below, the stuff becomes hard and brittle, hardening further 
and becoming less susceptible to magic until it melts or is heated. 

In  king-sized  examples,  the  stuff  has  the  properties  listed 
below. Smaller chunks of this material might be softer and more 
vulnerable to magic. If so, reduce the armor points and magic 
points  as  the  cube  grows  smaller,  finally  reaching  zero  in 
small droplets of the stuff, which are very vulnerable to magic. 
It is worth noting that the smallest droplets of this substance 
can add up to yield a large total of magic points.

The  blood  of  the  Great  Old  Ones  is  the  very  essence 
of  the  Mythos.  It  is  this  substance  that  the",You are a helpful AI assistant.
What is the average STR of the Elder Thing?,190,14,"A Elder Thing has multiple forms, but most have a STR of 425.",You are a helpful AI assistant.
When do Clayton and Harris run into the forest in the 'Amidst the Ancient Trees' scenario?,On June 19th 1925,15,"I don't have information on that scenario. You should 
refer to the scenario ‘Amidst the Ancient Trees’ in The 
Lurking Fear, a scenario for Chaosium’s 1920s-era Call 
of Cthulhu rules.",You are a helpful AI assistant.
