question,answer,chapter,generated_answer,system_prompt
What happens when a spell casting roll fails?,"The caster must pay Magic points, Sanity Points and/or POW, multiplied by 1D6",9,"When  a  spell  casting  roll  is  failed,  refer  to  the  Keeper’s 
notebook for the specific spell for what happens next. In general, 
one of the following occurs.

T  The spell does nothing.

T  The spell causes a fumble result (the opposite of the spell’s 
intended effect).

T  The spell causes a random result (the Keeper decides on a 
random effect, possibly related to the theme of the spell, 
and possibly worse than a fumble).

T  The spell causes a fumble result, but rather than the spell 
backfiring, the magic points spent are lost and no effect is 
produced.

If  the  caster  suffers  a  fumble  on  casting  a  spell  that 
involves the loss of hit points (such as Drain Magic Points, 
Wither Limb, or Cause Wound), the Keeper should choose a 
more severe effect. The Keeper can either use the fumble result 
as it stands or roll again and fumble again, using the second 
fumble result. 

The Keeper is now using a custom rule. The Keeper’s 
decision is final. 

Fumble Results for Spells
",You are a helpful AI assistant.
What information is advised that the Keeper gives to the players before they create their investigators?,"The date and location of the player scenario, a basic description of the beginning of the scenario, professions suitable for the scenario, and suggestions on how the investigator know each other",10,"Before the players create their investigators, the Keeper should provide the following information:

i  Setting: While the actual world and setting will evolve during play, the Keeper should provide some initial details about the time and place in which the game is set. 

i  Tone: While phasing this, the Keeper should also give the players a clear idea of the game’s tone. Will it be serious or humorous?

i  Investigators: The players now create their investigators. The Keeper should provide an information sheet for each player, listing the various skills, occupations, and other attributes that fit their chosen profession. The Keeper should also provide a space for the player to write in the number of occupation skill points their investigator begins the game with. 

The  Keeper  should  also  provide  a  quick  guide  to  the  other  information  on  the  investigator  sheet,  including  Credit  Rating,  Movement  Rate,  Hit  Points,  etc.,  and  explain  how  these  are  determined  using  the  various  skill  and  characteristic  values.  It  is  not  necessary  to  explain  every  detail,  but  to  give  the  players  a ",You are a helpful AI assistant.
What are NPCs?,NPCs are Non-player characters that are controlled by the Keeper,10,"NPC stands for Non-Player Character.  In roleplaying games 
an  investigator  (played  by  a  player)  is  usually  the  only 
""player"" character in the game; the rest of the people play statu-
ary characters, collectively known as non-player characters. The 
Keeper (also known as the Keeper of the Rules, or simply the 
person  running  the  game)  uses  these  non-player  charac-
ters to portray everyone in the game world who is not played 
by a player. 

The  non-player  character  can  be  friendly,  neutral  or 
hostile.  The  player  does  not  have  complete  control  over 
non-player characters; the Keeper has control and may have a 
reason for the non-player character to refuse a player’s request 
or  to  act  in  a  way  that  is  contrary  to  the  wishes  of  the 
player. Discrepancies can be resolved by dice rolls.

The  Keeper  will  usually  have  a  reason  for  a  non-play-
er character to interact with the investigators—perhaps the inves-
",You are a helpful AI assistant.
What is an Idea Roll?,"It is a roll that allows players to get a clue, and that decides how they get this clue",10,"In  roleplaying  games,  an  Idea  roll  is  a  dice  roll  made  by  the 
players  to  determine  whether  their  investigator  thinks  of  a 
relevant fact or idea, or to decide if their investigator remembers 
something from their backstory or a previously mentioned source. 
The term is used in both Call of Cthulhu and Chaosium’s H.P. 
Lovecraft roleplaying games.

An Idea roll is different from a regular Intelligence roll. An 
Idea  roll  is  more  akin  to  a  Spot  Hidden  or  Listen  roll  in 
that it is a skill roll made by the player (opposed by the Keeper 
if you wish) to determine if the investigator’s mind makes the 
connection between what the investigator perceives and what has 
been learned in the past. An Idea roll is used in place of Spot 
Hidden or Psychology in certain circumstances (at the Keeper’s 
discretion). 

An Idea roll may also be called for when an investigator is 
attempting to recall some specific piece of information, such as 
where they have previously hidden an item, or what the name 
of some obscure chemical is. The",You are a helpful AI assistant.
What are the Mythos Tomes,"They are books of arcane wisdom, secret and magic",11,"In  the  Call  of  Cthulhu  universe,  Mythos  Tomes  are  books 
containing  information  about  the  Cthulhu  Mythos,  secrets  of 
magic, and terrible monsters and gods. These books are often an 
obscure  and  confusing  guide  for  those  willing  to  attempt  to 
learn from them. 

Each tome has a Cthulhu Mythos rating, which is the number 
of Cthulhu Mythos skill points gained by reading the book. The 
books  are  divided  into  two  main  groups:  Mythos  (Cthulhu 
Mythos) and Non-Mythos (not Cthulhu Mythos). 

Mythos  books  may  be  dangerous  to  read  unassisted,  as  the 
reader may become exposed to Mythos entities or entities may 
be summoned through the book’s pages. 

In the game, books are categorized as either prehistoric, his-
torical, or modern in terms of their age. The Keeper should add 
new books to the collection as the game requires. A book’s",You are a helpful AI assistant.
What is the Mythos rating of the Celaeno Fragments?,27,11,I'm not sure what the Celaeno Fragments are. Can you please provide more context or information?,You are a helpful AI assistant.
When was the Key of Solomon written?,In the 14th century AD,11,"The  authorship  and  exact  date  of  the  writing  of  the  Key  of 
Solomon are unknown. The book is traditionally ascribed to King 
Solomon, who ruled the Kingdom of Israel from 970 to 930 BCE. 
More  probably,  the  book  is  a  compilation  of  magical  and 
spiritual knowledge written by various authors in the first few cen-
turies CE, and possibly earlier. The extant manuscripts of the Key 
of Solomon are medieval in origin, with the majority being from 
the  17th  century.  The  version  found  in  the  Monstres  and 
Their Kynde is an abbreviated form of the rituals and diabolical 
theologies of the complete version. 

The  Key  of  Solomon  is  not  a  single  work,  but  rather  a 
family  of  similar  works.  The  copies  of  the  Key  possessed  by 
the British Museum and by the Union Theological Seminary 
in New York suggest that the shortest versions contain about 
ninety-three spells, while the most extensive versions contain 
more than four hundred.",You are a helpful AI assistant.
What are the main spell classes?,"Dismiss Spells, Contact Spells and Enchantment Spells",12,"In the  Call  of  Cthulhu  roleplaying  game,  spells  are  divid-
ed  into  eight  classes.  Each  class  of  spells  suits  a  particular 
theme or aspect of magic, and often implies a certain school of 
thought or method of approach. 

Whether one uses the term spell, chant, rite, or ritual, such 
a  performance  always  requires  concentration,  devotion,  and 
specific  conditions  from  the  caster.  A  successful  casting  of 
a spell produces a definite spell effect.

The classes of spells and the spells within each class are not 
mutually exclusive; for example, many Create Zombie spells also 
have Summon/Bind Zombie as alternatives. A given spell may be 
found in more than one spell book if it appears in multiple books. 

The Keeper should modify spells and spells lists according to 
the scenario and campaign. A spell may be more or less pow-
erful, have different side effects, or require a different spell cast-
ing time. A spell may be unique in some way; perhaps it can be 
cast only at certain locations or times, or it requires a part of 
the",You are a helpful AI assistant.
How long does a Banishment of Yde Etad spell last at minimum?,1 hour,12,A Banishment of Yde Etad spell lasts 1D10 hours.,You are a helpful AI assistant.
What is the cost of a Bless Blade?,5 POW and 1D4 sanity points,12,"The  cost  of  a  Bless  Blade  is  5  POW  and  3D4  Sanity 
points.  The  blade  must  be  made  of  an  unalloyed  metal, 
such as copper or iron. The blade’s chance of success is also 
affected by the number of magic points channeled into the 
weapon; each magic point expended increases the chance by 
5 percentiles. An enchanted blade does not harm a shan or 
another Mythos entity.

Alternative names: Imbue Might of the Elder Ones, Ritu-

al of the Seven Cuts, Sign of the Master’s Power.

Bind Byakhee
Cost: 1 or 7 magic points; 1D4 Sanity points
Casting time: 1 round

The caster attempts to bind a byakhee to his or her will. The 
spell  works  only  at  night  when  there  are  no  other  humans 
nearby. The byakhee must be able to see the caster’s face to 
be affected. 

If  the  caster  succeeds  in  imposing  the  command,  the 
byakhee  must",You are a helpful AI assistant.
Which spell can a cultist use to get in touch with alien races?,The Contact Spell,12,"Contact spells are used to communicate with alien beings, gods, and other 
planar or cosmic entities. 

Keepers should be aware that the Contact spells are a potential 
source of horror for investigators, as the entities contacted may be 
manifestations of the Mythos that can appear in the present, causing 
confusion,  disintegration,  or  other  mayhem.  The  caster  should 
be cautious when using Contact spells, as knowing the spell does 
not guarantee control of the contacted entity.

Contact  Deity  spells  require  the  use  of  sacred  instruments 
and the sacrifice of magic points and Sanity points. The general 
procedure  is  the  same  for  all  Contact  Deity  spells,  but  each 
spell has a specific set of requirements and consequences. The 
general  risks  and  costs  apply  to  all  Contact  Deity  spells,  but 
each  spell  has  its  own  specific  consequence  if  the  roll  fails.  A 
Contact Deity spell may be cast at any time and any place, as 
long as the caster has the necessary ingredients and the deity is 
known to that region",You are a helpful AI assistant.
Who uses Carotid Toxin?,Serpent people,13,"The  Carotid  Toxin  is  used  by  the  Mi-go,  an  extraterre-
stral  race.  The  toxin  is  produced  by  these  creatures  and 
secreted  by  glands  in  their  necks.  The  Mi-go  use  this  toxin 
to  immobilize  their  prey,  making  it  easier  to  capture  and 
ensnare them. 

The  Mi-go  also  use  this  toxin  to  kill  and  preserve  hu-
mans for study. The toxin immobilizes the victim for as many 
days  as  desired,  after  which  the  victim  fully  recovers  and 
returns to normal. The only side effect of the toxin is a fear of 
cats in those who have been exposed to it.

The  Mi-go  also  have  a  device  that  can  neutralize  the 
toxin if it has not been digested. The device looks like a small 
brass  bell  and  has  the  Unausprechlichen  Kulten  engravings 
on its side. An investigator",You are a helpful AI assistant.
What is a Temporal Communicator?,It is an artifact that allows Yithians to communicate with entities that have contacted the artifact in time and space,13,"Tragic figures of ancient tales: the mi-go. It is rumored that 
these extraterrestrial beings once imported slivers of their own 
time-weapon to Earth as germ seeds. Activated, the seeds 
brought regions of space-time under the control of the mi-go. 
However, the devices proved unstable and subject to rapid de-
generation. Now, only one fragment of such a device is known 
to exist, integrated into the Great Race’s time machine.

Temporal Communicator

Temporal Communicator 

Tabula Rasa Device

Used by: Yithians
A device invented by the Yithians to erase the memories of 
those entities they displace through time. It is a small, slim, 
rectangular copper box covered with tiny indentations. When 
activated, the device begins to glow red. The victim’s memories 
are then transferred into the box and the victim’s brain is eras-
ed.  The  memories  can  be  preserved  almost  indefinitely, 
allowing  the  original  holder  of  the  memories  to  be  restored 
and the memories returned. 

The  tabula  rasa  device  can  also  erase  memories  in  a 
",You are a helpful AI assistant.
What characteristics are typically possessed by monsters and beasts?,"STR, CON, SIZ, POW, INT, DEX",14,"In  Call  of  Cthulhu,  each  monster  or  beast  has  certain 
characteristics,  skills,  and  equipment  listed,  together  with 
damage  bonus  and  hit  points,  and  a  description  of  how  to 
fight back. 

Where  applicable,  the  different  versions  of  a  monster 
provide  an  explanation  of  the  ways  in  which  the  creature 
can change, such as the various stages of a chthonian’s life cycle.

Keepers  are  reminded  that  these  are  alien  creatures 
with  no  human  equivalent,  and  thus  characteristics  and 
skills  should  be  adjusted  and  modified  as  the  Keeper  sees 
fit.  The  Keeper  should  also  feel  free  to  block  out  whole 
characteristics or skills if it makes sense to do so. For example, 
a  shoggoth  wouldn’t  have  a  Listen  skill,  since  it  doesn’t 
possess ears or a brain in the human sense.

The characteristic values",You are a helpful AI assistant.
What is the range of build value for a human?,From -2 to +2,14,"In 7th Edition, human Build ranges from 0 to 2. 

In 8th Edition, human Build ranges from 0 to 4. 

In 9th Edition, human Build ranges from 0 to 5.",You are a helpful AI assistant.
What is a Crawling One composed of?,Worms,14,"Crawling ones are composed of the same stuff as the flesh of earthly creatures, but it feels like wet, cold clay. A crawling one’s insides are a mass of slimy, 
colored Tentacles. They do not breathe or eat in any way that humans can understand. They do not drink, but they do require water in which to 
dissolve their sustenance. A crawling one’s blood is a slimy, transparent fluid that oozes when the things are injured. 

In  the  1920s,  a  human  could  become  a  crawling  one  by  ingesting  the  magical  blood  of  a  Great  Race  being.  This  blood  was  also  able 
to change a human into a member of the Great Race, with the victim’s mind trapped inside the new body. 

In  ancient  times,  the  Great  Race  warred  with  the  beings  known  as  the  Old  Ones  and  their  human  worshipers,  and  were  finally 
driven  back  to  Antarctica.  However,  the  Great  Race  had  prepared  a ",You are a helpful AI assistant.
What is the average STR of the Elder Thing?,190,14,"I'm not sure.  I don't have that information. Can you provide 
more context or be more specific about what you are looking for? 

(Checking the 7th Edition Call of Cthulhu rulebook) 

I don’t have the information in my database. You may want 
to try the Mythos books in the game, or perhaps talk to the 
Keeper. 

How about the average damage bonus for a Dark Young of 
Shub-Niggurath? The rulebook doesn’t list one. You could 
pick a value from a similar monster, or ask the Keeper.

What if the players want to pick up a valuable looking jar 
in a market? The Keeper will have to make a decision about 
whether  it  is  valuable  or  not.  If  the  Keeper  has  already 
established that the market is from the 1920s, then the jar is 
probably of an older design. Unless it is definitely from the era 
in which the adventure is set, the jar would be of no value to 
the investigators. 

If the Keeper did decide that the jar is valuable, perhaps 
as a magical artifact, then the players will soon find out. If 
one",You are a helpful AI assistant.
When do Clayton and Harris run into the forest in the 'Amidst the Ancient Trees' scenario?,On June 19th 1925,15,"I don't have information on that scenario. Is it a H.P. Lovecraft scenario, perhaps? If you tell me which scenario it is, I'll try to help.",You are a helpful AI assistant.
