question,answer,chapter,generated_answer,system_prompt
What happens when a spell casting roll fails?,"The caster must pay Magic points, Sanity Points and/or POW, multiplied by 1D6",9,"In the context of tabletop role-playing games, particularly those that involve magic, a spell casting roll can fail in several ways. The specific consequences of a failed spell casting roll can vary depending on the game system being used, but here are some common outcomes:

1. **Spell Fails to Cast**: The spell may not be cast at all, or it may be cast in a weakened or altered form. This could result in the spell having little to no effect, or it could have an unintended consequence.
2. **Spell Backfires**: The spell could have an opposite or unintended effect, often with chaotic or humorous results. For example, a spell meant to heal might instead cause harm.
3. **Spell Misfires**: The spell might not affect the intended target, but instead affects the caster or others nearby. This could result in the caster or others taking damage or suffering an unintended consequence.
4. **Spell Fails to Resolve**: The spell's effects may not be resolved immediately, but instead, the spell's outcome is delayed or becomes a pending effect that will be resolved later.
5. **Spell's Effects are Reduced**: The spell's effects are diminished or reduced in some way, such as a weaker damage output or a shorter duration.
6. **Spell's Effects",You are a helpful AI assistant.
What information is advised that the Keeper gives to the players before they create their investigators?,"The date and location of the player scenario, a basic description of the beginning of the scenario, professions suitable for the scenario, and suggestions on how the investigator know each other",10,"In the tabletop role-playing game ""Call of Cthulhu,"" the Keeper (game master) advises the players to create investigators with a mix of skills, attributes, and backgrounds that fit their characters' roles in the game.",You are a helpful AI assistant.
What are NPCs?,NPCs are Non-player characters that are controlled by the Keeper,10,"NPC stands for Non-Player Character. In the context of video games, movies, and literature, an NPC is a character that is controlled by the game or story, rather than a player. They are often used to populate the game world, provide information, or serve as obstacles or allies to the player.

In video games, NPCs can be found in various forms, such as:

1. Townspeople: They can be found in towns, cities, or villages, and often provide quests, information, or services to the player.
2. Enemies: They can be hostile characters that the player must defeat in order to progress through the game.
3. Allies: They can be characters that assist the player in their quest or provide support.
4. Merchants: They can sell items or services to the player.
5. Guards: They can be characters that patrol areas and enforce rules or restrictions.

In movies and literature, NPCs can be characters that are not central to the main plot but still play a role in the story. They can be used to add depth and realism to the narrative.

The term ""NPC"" was originally coined in the context of role-playing games, where players interacted with non-player characters in a virtual world. Over time, the term has been",You are a helpful AI assistant.
What is an Idea Roll?,"It is a roll that allows players to get a clue, and that decides how they get this clue",10,"An idea roll is a concept that originated in the context of Dungeons & Dragons (D&D), a popular tabletop role-playing game. In D&D, an idea roll is a mechanic used to resolve creative or problem-solving challenges, particularly when players are trying to come up with innovative solutions or ideas.

When a player is faced with a creative challenge, they can choose to make an ""idea roll"" by rolling a dice (usually a d20) and adding a relevant skill or ability score to the roll. The goal is to achieve a high enough total to succeed in generating a creative solution.

The idea roll mechanic serves several purposes:

1.  **Encouraging creativity**: By making the outcome of creative challenges uncertain, the idea roll encourages players to think outside the box and come up with innovative solutions.
2.  **Adding a layer of unpredictability**: The roll introduces an element of chance, making the outcome of the challenge more dynamic and exciting.
3.  **Providing a framework for collaborative problem-solving**: The idea roll can facilitate collaboration among players, as they work together to come up with a solution that meets the required threshold.

In practice, the specifics of the idea roll mechanic can vary depending on the game master (GM) and the players. Some common variations",You are a helpful AI assistant.
What are the Mythos Tomes,"They are books of arcane wisdom, secret and magic",11,"The Mythos Tomes are a series of fictional books created by H.P. Lovecraft, an American author known for his horror and fantasy stories. They are a collection of ancient, forbidden knowledge that hold the secrets of the Old Ones, otherworldly beings from his Cthulhu Mythos universe.

In the Cthulhu Mythos, the Tomes are ancient, mysterious texts that contain forbidden knowledge, often written in a language that is difficult to decipher. These texts are said to hold the secrets of the Old Ones, including their powers, rituals, and the secrets of the universe.

Some of the most notable Mythos Tomes include:

1. **The Pnakotic Manuscripts**: A collection of ancient texts that contain the history and mythology of the Old Ones.
2. **The Necronomicon**: A grimoire (a book of magic spells) that contains the secrets of the Old Ones, including their powers and rituals.
3. **The Cyäegha**: A text that contains the secrets of the Old Ones and the history of the universe.
4. **The Book of Eibon**: A text that contains the secrets of the Old Ones and the history of the world.
5. **The Book of the Gate**: A",You are a helpful AI assistant.
What is the Mythos rating of the Celaeno Fragments?,27,11,I am not familiar with the Celaeno Fragments. Could you provide more context or information about the Celaeno Fragments?,You are a helpful AI assistant.
When was the Key of Solomon written?,In the 14th century AD,11,"The Key of Solomon is a medieval grimoire (a book of magic) that is attributed to King Solomon, a king of Israel in the 10th century BC. However, the text as we know it today is a compilation of various sources and was likely written in the 14th or 15th century.

The earliest known manuscripts of the Key of Solomon date back to the 14th century, specifically to the 1300s. The most well-known version, known as the ""Clavicle of Solomon"" or ""Clavicula Salomonis,"" was written in Latin and is attributed to a certain ""Raphael Agnelli,"" who claimed to have translated it from an Arabic original.

However, the text is believed to have undergone significant changes and additions over the centuries, with different versions and translations emerging in various languages, including Hebrew, Arabic, and Latin. The modern versions of the Key of Solomon are often based on the 15th-century Latin translation by Johann Trithemius, a German abbot and occultist.

So, while the original text is difficult to pinpoint, the Key of Solomon as we know it today is a product of the Middle Ages, with the earliest known manuscripts dating back to the 14th century.",You are a helpful AI assistant.
What are the main spell classes?,"Dismiss Spells, Contact Spells and Enchantment Spells",12,"In the context of Dungeons & Dragons (D&D) and other fantasy role-playing games, the main spell classes are typically categorized into several types. Here are the main spell classes:

1. **Abjuration**: Spells that protect, banish, or repel enemies, often creating barriers or shields to prevent harm.
2. **Alteration**: Spells that change the form or properties of objects, creatures, or environments, such as transmutation, polymorph, or shape-shifting.
3. **Charm**: Spells that influence the minds or emotions of creatures, often making them more friendly, obedient, or confused.
4. **Conjuration**: Spells that summon or create objects, creatures, or effects from another plane of existence, such as teleportation, summoning, or creation.
5. **Divination**: Spells that reveal hidden information, predict the future, or grant insight into the workings of the universe.
6. **Enchantment**: Spells that charm, beguile, or enchant creatures, often making them more friendly, obedient, or susceptible to suggestion.
7. **Evocation**: Spells that deal damage, manipulate energy, or create explosions, often involving fire, lightning, or other elemental forces.
8. **Illusion**: Spells that deceive the",You are a helpful AI assistant.
How long does a Banishment of Yde Etad spell last at minimum?,1 hour,12,I am unable to verify the length of time that the Banishment of Yde Etad spell lasts.,You are a helpful AI assistant.
What is the cost of a Bless Blade?,5 POW and 1D4 sanity points,12,"I don't have information on the cost of a ""Bless Blade."" Could you provide more context or information about what a Bless Blade is? It could be a product, a tool, or something else. This will help me provide a more accurate answer.",You are a helpful AI assistant.
Which spell can a cultist use to get in touch with alien races?,The Contact Spell,12,"I'm not aware of any specific spell that allows a cultist to get in touch with alien races in a fantasy setting. However, in the context of the Call of Cthulhu, a tabletop role-playing game created by Chaosium, cultists often seek to contact and worship otherworldly beings, including those from beyond Earth.

In this context, the cultist might use rituals and incantations to summon or contact these beings, but the specific spell or ritual is not explicitly named. The cultist's goal is often to gain power, knowledge, or insight from these otherworldly entities, but this comes with great risks and consequences.

If you're looking for a specific spell or ritual from a particular fantasy setting or game, please provide more context or information about the game or world you're referring to, and I'll do my best to help.",You are a helpful AI assistant.
Who uses Carotid Toxin?,Serpent people,13,"I couldn't find any information on ""Carotid Toxin."" However, I believe you might be referring to ""Botulinum Toxin"" or ""Botulinum toxin"" which is also known as ""Botox."" 

Botox is a neurotoxin produced by the bacterium Clostridium botulinum. It is used in various medical and cosmetic applications, including:

1. **Cosmetic procedures**: Botox is used to temporarily relax facial muscles, reducing the appearance of wrinkles and fine lines.
2. **Medical treatments**: Botox is used to treat conditions such as blepharospasm (eyelid spasms), strabismus (crossed eyes), and spasmodic torticollis (neck spasms).
3. **Muscle spasms**: Botox is used to treat muscle spasms in conditions such as cerebral palsy, multiple sclerosis, and stroke.
4. **Excessive sweating**: Botox is used to treat hyperhidrosis (excessive sweating).
5. **Migraines**: Botox is used to treat migraines and other headache disorders.

It's essential to note that Botox should only be administered by a qualified healthcare professional in a medical setting.",You are a helpful AI assistant.
What is a Temporal Communicator?,It is an artifact that allows Yithians to communicate with entities that have contacted the artifact in time and space,13,"A Temporal Communicator is a hypothetical device or technology that enables communication with individuals or entities from different points in time. This concept is often explored in science fiction, particularly in the context of time travel.

In the Star Trek universe, a Temporal Communicator is a device that allows characters to communicate with people from different time periods, often to resolve temporal paradoxes or to gather information from the past or future. This device is typically depicted as a handheld device that can transmit and receive messages through subspace or other means.

In the context of science fiction, a Temporal Communicator is often used to facilitate communication between individuals from different eras, allowing them to share knowledge, coordinate actions, or resolve conflicts that span multiple time periods.

While Temporal Communicators are purely fictional, they have captured the imagination of many people and have been explored in various forms of media, including books, movies, and television shows.

If you have any specific questions about Temporal Communicators or would like to know more about a particular aspect of this concept, feel free to ask!",You are a helpful AI assistant.
What characteristics are typically possessed by monsters and beasts?,"STR, CON, SIZ, POW, INT, DEX",14,"In mythology, folklore, and popular culture, monsters and beasts are often depicted with a range of characteristics that set them apart from humans and other animals. Here are some common traits associated with monsters and beasts:

1. **Physical appearance**: Monsters and beasts often have unusual, frightening, or intimidating physical features, such as sharp teeth, claws, scales, horns, or other deformities.
2. **Superhuman strength**: Many monsters and beasts possess incredible physical power, allowing them to overpower humans or other animals.
3. **Supernatural or magical abilities**: Some monsters and beasts have magical or supernatural powers, such as the ability to shape-shift, breathe fire, or control the elements.
4. **Fearsome reputation**: Monsters and beasts are often feared by humans and other animals, and are associated with danger, terror, or chaos.
5. **Unpredictability**: Monsters and beasts are often unpredictable and can be difficult to understand or control.
6. **Lack of empathy or compassion**: Monsters and beasts are often depicted as lacking empathy or compassion, and may be willing to harm or destroy others without remorse.
7. **Connection to the unknown or supernatural**: Monsters and beasts are often linked to the unknown, the supernatural, or the occult, and may be associated",You are a helpful AI assistant.
What is the range of build value for a human?,From -2 to +2,14,"The range of build value for a human can be subjective and varies depending on several factors such as age, sex, height, muscle mass, bone density, and body composition. However, here are some general guidelines:

**Height and Weight Ranges:**

For adults:

- For men:
  - Height: 5'3"" (160 cm) to 6'5"" (196 cm)
  - Weight: 110 lbs (50 kg) to 220 lbs (100 kg)

- For women:
  - Height: 4'11"" (150 cm) to 6'1"" (185 cm)
  - Weight: 90 lbs (41 kg) to 180 lbs (82 kg)

**Body Mass Index (BMI) Ranges:**

- Underweight: BMI < 18.5
- Normal weight: BMI = 18.5-24.9
- Overweight: BMI = 25-29.9
- Obese: BMI ≥ 30

**Muscle Mass and Body Fat Percentage Ranges:**

- For men:
  - Lean muscle mass: 40-60 kg (88-132 lbs)
  - Body fat percentage: 6-24%

- For women:
  - Lean",You are a helpful AI assistant.
What is a Crawling One composed of?,Worms,14,"A ""Crawling One"" can refer to different concepts depending on the context. Here are a few possibilities:

1. **Insect or Arthropod**: A crawling one can refer to any insect or arthropod that moves by crawling, such as a spider, beetle, or caterpillar. These creatures have a body structure that allows them to move by using their legs to push themselves forward.

2. **Mythological or Fictional Creature**: In some mythologies or fictional stories, a crawling one might be a supernatural or monstrous creature that moves by crawling, such as a giant spider or a demonic entity.

3. **Robot or Machine**: In robotics or engineering, a crawling one might refer to a robot or machine designed to move by crawling or walking, such as a robotic insect or a quadruped robot.

4. **Scientific Concept**: In biology or physics, a crawling one might refer to an organism or a system that exhibits crawling behavior, such as a crawling cell or a crawling wave.

Without more context, it's difficult to provide a more specific answer. Could you please provide more information about the ""Crawling One"" you are referring to?",You are a helpful AI assistant.
What is the average STR of the Elder Thing?,190,14,"I'm not aware of any information about the STR (Strength) of an ""Elder Thing."" However, I can provide information about the Elder Things from H.P. Lovecraft's works.

In Lovecraft's stories, the Elder Things are a type of ancient, otherworldly being from the planet Yith. They are often depicted as massive, tentacled creatures with a deep understanding of the universe and its workings.

If you're referring to the Elder Things from Lovecraft's works, I couldn't find any specific information about their physical attributes, including their Strength (STR).",You are a helpful AI assistant.
When do Clayton and Harris run into the forest in the 'Amidst the Ancient Trees' scenario?,On June 19th 1925,15,I'm not aware of any information about a scenario called 'Amidst the Ancient Trees'. Could you provide more context or clarify which story or scenario you are referring to?,You are a helpful AI assistant.
