question,answer,chapter,generated_answer,system_prompt
What type of roll must a player do to cast a spell?,A Hard POW roll,9,"In most cases, to cast a spell, a player must make an opposed 
POW (Power) roll. This is opposed by the POW of the target of 
the spell (if any) or the local ""ambient"" POW (for spells cast at a 
remote location or in a supposedly ""haunted"" area). 

The  player  should  state  what  the  investigator  is  trying 
to achieve with the spell. The Keeper then tells if it is possible 
and, if so, asks for a POW roll. If the roll is a success, the spell 
works as described in the rules. A failed roll means that noth-
ing happens. A fumble has some special consequences (usually 
bad ones). 

The Keeper should never tell a player that he or she has won 
a roll until the story has been developed a little. Avoid saying, 
“Yes, you were able to push the door open”, instead say “The 
door creaked and splintered as it swung open”. The latter in-
cludes a consequence (the door is damaged) that is in addition 
to the player winning the roll. 

When a player loses a pushed roll, you have a blank slate. 
The situation is as",You are a helpful AI assistant.
What happens when a spell casting roll fails?,"The caster must pay Magic points, Sanity Points and/or POW, multiplied by 1D6",9,"When  a  spell  casting  roll  is  failed,  refer  to  the  Keeper 
for the outcome. The Keeper may choose from the following op-
tions, or combine these with other effects to create a more inter-
esting outcome.

T  Nothing happens. This is the default for a failed casting 
roll. No Sanity points are lost and no magic points are spent.
T  The spell has a partial effect. The Keeper may choose to 
have part (but not all) of the spell’s effect take place. For 
example, in the case of a Create Zombie spell, the corpse 
comes to life but does not act like a normal zombie. Per-
haps it is friendly and docile? Picking a random selection 
of characteristics might create an unusual zombie. 

T  The spell causes a fumble. A fumble always leads to the 
opposite of the intended effect (see The Omen Roll, page 
93). In the case of a Create Zombie spell the opposite of 
bringing a corpse back to life would be the injection of new 
life into a living being, effectively stasis or suspended life. 
The Keeper may choose to administer a Sanity loss for a fum-
ble—such an",You are a helpful AI assistant.
What information is advised that the Keeper gives to the players before they create their investigators?,"The date and location of the player scenario, a basic description of the beginning of the scenario, professions suitable for the scenario, and suggestions on how the investigator know each other",10,"Before the players create their investigators, the Keeper should provide some background information to set the tone for the game. 

First, the Keeper should tell the players a little about the time and place in which the game is set. This could be a specific historical period, or a general era such as the 1920s or the future. 

Next, the Keeper should say a little about the situation or events that the investigators find themselves in at the start of the game. This could be a general situation, such as, “You are all members of a posse, hunting down a cultist,” or a more specific situation, such as, “You wake up in a hospital with no memory of who you are or how you got there.”

The Keeper should also provide some background information for each investigator, in the form of a backstory. This need only be a few sentences for each investigator, but it helps to drive the sense of identity for the player. 

The  Keeper  should  also  provide  some  information  about  the 
other people the investigators are likely to meet during the game. 
These don’t need to be detailed, but a few notes for each can help 
the players remember who’s who. The players will be asking “Who",You are a helpful AI assistant.
What are NPCs?,NPCs are Non-player characters that are controlled by the Keeper,10,"NPC  stands  for  Non-Player  Character.  In  roleplaying  games, 
a  player  controls  a  player  character,  while  the  Keeper  (the 
person running the game) controls non-player characters and the 
atmosphere,  keeping  the  game  moving  and  running  the  ene-
mies the players meet. Non-player characters can be minor, such as 
barkeepers  who  simply  react  to  the  players,  or  they  can  be 
major, such as the main villain of the scenario. 

You may also create a backstory for a non-player character 
that goes beyond the simple role of antagonist or informant. A 
fully detailed non-player character can be used as the focus of 
a whole scenario, where the investigators must deal with the 
problems and situation that the non-player character finds him-
or herself in. This can be particularly effective when the player 
characters are all relative to the non-player character—perhaps 
all  of  them  being  relatives  of  the  same  person,  or  all  of 
them having known the same person. 

The  Keeper  may  create ",You are a helpful AI assistant.
What is an Idea Roll?,"It is a roll that allows players to get a clue, and that decides how they get this clue",10,"In roleplaying games, an Idea roll is a dice roll used to determine the 
source of information for the players when their investigators lack a 
clear clue or lead, allowing them to improvise and suggest some 
information  their  investigators  might  know,  and  allowing  the 
Keeper to decide on the validity of their suggestions. 

The players roll dice to see if their investigators discover a clue 
on their own. The Keeper sets a difficulty level and the player rolls 
either  a  characteristically  skill  roll  (opposed  by  an  opposing 
skill  or  characteristic)  or  a  Luck  roll.  If  the  roll  is  success-
ful,  the  player  gets  to  suggest  a  clue,  which  is  then  adapted 
(or not) by the Keeper to fit the game and story. 

If the roll is failed, no clue is gained and play moves on. 

Harvey  is  on  the  trail  of  a  cultist  he  knows  to  be 
based in Arkham. So far all he has done is gather a list of 
people who have been in contact with the cultist and",You are a helpful AI assistant.
What are the Mythos Tomes,"They are books of arcane wisdom, secret and magic",11,"In the Cthulhu Mythos, Mythos Tomes are magical and 
science-fictional  books  that  expand  the  knowledge  of  the 
Cthulhu  Mythos  to  the  reader.  These  books  are  often 
encumbering  tomes,  usually  bound  in  what  appears  to 
be  human  skin,  with  strange  letters  and  symbols  etched 
into the cover. The pages are often said to be written in the 
blood of the innocent, and the ink itself may be a phosphores-
cent  substance  that  glows  in  the  dark.  Opening  a  tome 
usually requires both hands and sometimes the reader must 
trace a pattern on the floor or ceiling with feet or a candle 
to match a design on the cover. Each tome has its own rea-
son for requiring this ritual. Some tomes are so evil that they 
prevent  investigators  from  reading  them.  A  successful 
Cthulhu Mythos roll will allow a reader to gain some in-
sight into the contents of a tome. Knowing the language of 
a  tome  is ",You are a helpful AI assistant.
What is the Mythos rating of the Celaeno Fragments?,27,11,I'm not familiar with the Celaeno Fragments. Can you please provide more information or context regarding this book? That way I can try to help you.,You are a helpful AI assistant.
When was the Key of Solomon written?,In the 14th century AD,11,"The  authorship  and  exact  date  of  the  writing  of  the  Key 
of Solomon are unknown. The book is ascribed to King Solomon, 
an ancient Israelite king, but this ascription is likely to be a 
false one, intended to lend the book authority. Many manuscripts 
of the Key of Solomon exist, but none of them original. The 
earliest extant versions date to the 14th century. 

The  book  is  in  two  main  parts:  the  first  a  theoretical 
treatise on magic, the second a practical guide to spells. The 
latter half is often missing from extant manuscripts. 

Sanity Loss: 1D8
Cthulhu Mythos: +3/+6 percentiles
Mythos Rating: 27
Study: 24 weeks
Suggested  Spells:  Call  Forth  the  Angel  Adramelech,  Call 
Forsth the Dark One (Contact Deity/Nyogtha), Call Forth 
The Lord of the Pit (Contact Deity/Yog-Sothoth), Call 
Forth the Queen of the Seven Spheres (Contact Deity/
",You are a helpful AI assistant.
What are the main spell classes?,"Dismiss Spells, Contact Spells and Enchantment Spells",12,"In the world of the Cthulhu Mythos, spells are broadly divided 
into four main classes: Creation, Divination, Enchantment, and 
Summoning.  Each  class  of  spells  finds  its  counterpart  in 
Mythos  magic.  Non-Mythos  spells  are  listed  in  the  other 
categories, depending which of these four classes they most fit.

Creation Spells
These  spells  create  physical  objects  or  entities  from  other 
dimensions.  Such  spells  require  the  sacrifice  of  POW  to 
""pay"" for the energy needed to create the desired object or be-
ing. The object created lasts until destroyed or dispelled. 

Voluminous  manuscripts  are  alleged  to  exist  that  pro-
vide the rituals and formulas for creating gates to other dimen-
sions,  and  brewing  the  fabled  space-mead  that  allows  the 
imbiber to see into other dimensions. 

It is rumored that the elder things once used a form of 
alchemy to manipulate reality and create new dimensions. 
Whether this is the same as the Magic point system is unclear",You are a helpful AI assistant.
How long does a Banishment of Yde Etad spell last at minimum?,1 hour,12,"A Banishment spell is not something to be taken lightly and the duration of such a spell would be at the Keeper's discretion depending on the situation and the version of the spell used. 

The version in the Grimoire has a minimum of 1D10 days and the Keeper may choose to use this as a guide for other versions of the spell. 

If the spell is opposed with a POW roll, the Keeper may choose to use the following as a guide for the minimum duration of the banishment. On an Extreme success the banishment is permanent. On a Hard success the banishment lasts 10 years. On a Regular success the banishment lasts 1 year. On a failure the target is not affected. 

The Keeper may choose to allow the target of a banishment spell to make an opposed POW roll to the caster’s POW to determine the success of the spell. In this case the caster must spend magic points equal to one-fifth of the POW of the target. The caster must be able to see the target. The banishment holds for 1D10 days multiplied by 5 (or as the Keeper determines appropriate), and the target must travel 1D10 x 10 yards (or as the Keeper determines) in a direction other",You are a helpful AI assistant.
What is the cost of a Bless Blade?,5 POW and 1D4 sanity points,12,"I don't have enough information to provide a specific answer to your question about the cost of a Bless Blade. Could you provide more context or clarify which Bless Blade you are referring to? Is it from a particular video or roleplaying game, or perhaps a piece of fiction? The name Bless Blade also suggests it could be from a Call of Cthulhu scenario or a Mythos tome. 

If it is the latter, in the Grim Tome ""Liber Damnatus"" from the 
Amidst the Ancient Trees scenario in the Seven Terrors of New 
England (page 372), the cost is 10 POW and 3D4 Sanity points.

If you could provide more information, I may be able to help you more.",You are a helpful AI assistant.
Which spell can a cultist use to get in touch with alien races?,The Contact Spell,12,"In the Cthulhu Mythos,  contacting  beings  from  other 
worlds  and  dimensions  is  often  done  through  magical 
gates  or  portals.  Spells  that  manipulate  space  and  time 
usually fall under the Gate category, and can be used to walk 
to the court of Azathoth, to Mnar, to Yaddith, and other places 
far  away  in  space  and  time.  Other  spells  may  reach  to  the 
Court of the Yellow Sign, to Carcosa, and to other places in the 
Dreamlands and the Dream-Fall.

Contact  Deity  spells  are  a  different  matter.  While  they 
may  be  able  to  reach  a  god  or  Great  Old  One  almost 
anywhere  in  the  universe,  the  deity  is  not  necessarily 
reached at the time the spell is cast. A Contact Deity spell is 
like a letter to a person who may or may not read the let-
ter. If the deity is in a good mood when it reads the letter 
(the spell is cast",You are a helpful AI assistant.
Who uses Carotid Toxin?,Serpent people,13,"In the Cthulhu Mythos, the Hounds of Tindalos are known to use Carotid Toxin.",You are a helpful AI assistant.
What is a Temporal Communicator?,It is an artifact that allows Yithians to communicate with entities that have contacted the artifact in time and space,13,"I don't have any information on that term. 

Can I help you with anything else?",You are a helpful AI assistant.
What characteristics are typically possessed by monsters and beasts?,"STR, CON, SIZ, POW, INT, DEX",14,"In  Call  of  Cthulhu,  most  monsters,  beasts  and  alien  gods 
have  the  following  characteristics.  If  in  doubt,  use  these  as 
a guide or roll randomly (as for an investigator).

Credit Rating: 0
Occupation Skill Points: EDU × 2 + either DEX × 2 or STR × 2. 
If  the  monster  or  beast  does  not  have  an  occupation,  use 
the  values  for  a  Scholar  or  Fighter  as  appropriate.  Add  any 
other skill points as the Keeper thinks appropriate.

Average Damage Bonus: This is a guide to the physical size of 
the monster and the amount of damage it inflicts in a melee at-
tack. The damage is usually in the form of a bite or a kick and 
may also include crushing damage as a result of a blow from a 
limb. This value is not so much a skill as a guide to the amount 
of  damage  a  monster  does  in  a  fight.  If  the  monster  has  a 
bite,  it  may ",You are a helpful AI assistant.
What is the range of build value for a human?,From -2 to +2,14,"In  most  cases,  a  human  has  a  Build  of  0.  Rare  individuals 
with very low body mass (such as a baby or a zero-Athlete with 
scrawny frame) may have a Build of –1. At the other end of the 
spectrum, a heavily muscled or obese person might have a Build 
of +1. These extra large or small individuals will find that their 
mechanical build does not accurately reflect their actual physical 
human build. 

Note: Some humans may be able to increase their build to +2 
or more on a temporary basis through the use of drugs, poten-
tiation, or other forms of chemical or physiological augmentation. 
Such enhanced individuals would be able to lift heavy weights, 
possess superhuman strength, speed, and endurance, and be 
resistant to physical damage. How far such an augmented human 
could be pushed before collapse or death would depend on the 
specific circumstances and the amount of points spent. A human 
might spend 1 or 2 points to double their STR or CON for a few 
hours, but 10 or more points would be required to sustain this 
level of performance for several",You are a helpful AI assistant.
What is a Crawling One composed of?,Worms,14,"In the most commonly known descriptions, a crawling one is composed 
of a mass of 1D10+5 tentacles, each of which branch from a central 
mass. Each tentacle has a minimum SIZ of 20 and a maximum of 
SIZ 250. Each tentacle has a STR of 100, a CON of 200, and a POW 
of 150. The central mass has a SIZ of 200, a STR of 200, CON of 
400, and POW of 300. 

The  central  mass  of  a  crawling  one  dissipates  after  it  has 
drained  the  blood  from  its  victims,  leaving  behind  the  many 
tentacles. Each tentacle has enough sinew, muscle, and blood to 
sustain life, and they regrow into a central mass if the tentacles 
are somehow separated and distance themselves far enough from 
the now-dead central mass.

Note:  The  statistics  for  a  crawling  one  vary  a  little  from 
one source to another. The following is a selection of statistics 
that can be used as reference. 

Crawling One

S",You are a helpful AI assistant.
What is the average STR of the Elder Thing?,190,14,"According to the Elder Things entry in the Table XVII:  
Monsters, Beasts, and Alien Gods, the average STR of the 
Elder Things is 650.",You are a helpful AI assistant.
When do Clayton and Harris run into the forest in the 'Amidst the Ancient Trees' scenario?,On June 19th 1925,15,"I don't have information on that scenario. Can you provide more context or details about the ""Amidst the Ancient Trees"" scenario? That way I may be able to help you better.",You are a helpful AI assistant.
