question,answer,chapter,generated_answer,system_prompt
What happens when a spell casting roll fails?,"The caster must pay Magic points, Sanity Points and/or POW, multiplied by 1D6",9,"In the context of fantasy role-playing games, particularly Dungeons & Dragons (D&D), a spell casting roll failure can have various consequences depending on the specific game system and the type of spell being cast. Here are some common outcomes:

1.  **Spell Fails to Cast**: The spell may not take effect, and the caster may not be able to cast it again for a certain amount of time (e.g., until their next turn or until they rest).
2.  **Spell Backfires**: The spell has an unintended effect, often opposite of its intended purpose. For example, a fireball spell might create a small, harmless flame instead of a large explosion.
3.  **Spell Fails to Materialize**: The spell's effects are reduced or diminished, such as a spell that's supposed to deal damage but only deals a fraction of the intended amount.
4.  **Spell Causes Harm to the Caster**: The spell's energy rebounds back to the caster, causing them harm or injury.
5.  **Spell Causes Unintended Consequences**: The spell has an unforeseen effect on the environment, other creatures, or the caster themselves, such as causing a nearby object to become unstable or attracting unwanted attention.
6.  **Spell Fails to",You are a helpful AI assistant.
What information is advised that the Keeper gives to the players before they create their investigators?,"The date and location of the player scenario, a basic description of the beginning of the scenario, professions suitable for the scenario, and suggestions on how the investigator know each other",10,"In the Call of Cthulhu role-playing game, the Keeper (game master) typically advises players to consider the following information before creating their investigators:

1. **Setting**: The game is set in the 1920s, a time of great change and upheaval. The world is on the brink of a new era, but there are still remnants of the old world that are not yet fully understood.
2. **Tone**: The game is a horror game, and the Keeper will be presenting the players with dark, unsettling, and often terrifying situations. Players should be prepared for a challenging and intense experience.
3. **Investigator Background**: Each investigator has a unique background, skills, and abilities. Players should choose a background that fits their character concept and playstyle.
4. **Attributes**: The game uses a six-point attribute system, with six attributes: POW (Power), STR (Strength), CON (Constitution), SIZ (Size), APP (Appearance), DEX (Dexterity), and INT (Intelligence). Players should consider how their attributes will affect their character's abilities and interactions.
5. **Skills**: Skills are used to determine how well an investigator can perform various tasks. Players should choose skills that fit their character concept and background.
",You are a helpful AI assistant.
What are NPCs?,NPCs are Non-player characters that are controlled by the Keeper,10,"NPC stands for Non-Player Character. In the context of video games, movies, and other forms of interactive media, an NPC is a character that is controlled by the game or system, rather than a human player. NPCs are often used to populate a virtual world, provide information, offer quests or missions, and interact with the player in various ways.

In video games, NPCs can be found in a wide range of roles, such as:

1.  **Shopkeepers**: NPCs that sell items or services to the player.
2.  **Quest givers**: NPCs that provide the player with quests or missions to complete.
3.  **Information providers**: NPCs that offer information about the game world, its lore, or the player's progress.
4.  **Companions**: NPCs that accompany the player on their journey and provide assistance or support.
5.  **Enemies**: NPCs that serve as opponents or adversaries for the player.

In movies and other forms of media, NPCs can be used to populate a fictional world, create a sense of realism, and advance the plot. They can be used to provide exposition, create tension, or serve as foils to the main characters.

The term ""NPC"" was originally coined in the context of tabletop role-playing games",You are a helpful AI assistant.
What is an Idea Roll?,"It is a roll that allows players to get a clue, and that decides how they get this clue",10,"An idea roll is a concept that originated in the tabletop role-playing game (RPG) community, particularly in games like Dungeons & Dragons (D&D). It's a mechanic used to generate creative ideas or solutions to problems within the game.

In a typical idea roll, a player or the game master (GM) rolls a dice (usually a d20, a 20-sided die) and adds a relevant skill or ability score to the roll. The result of the roll is then used to determine the success or failure of the action, but also to generate a creative solution or idea.

The idea roll is often used in situations where the player is faced with a problem or challenge, but they don't have a clear idea of how to solve it. By rolling the dice, the player can generate a random idea or solution, which can be used to overcome the challenge.

The idea roll can be used in various ways, such as:

1. **Idea generation**: The player rolls the dice and adds a relevant skill or ability score to generate a random idea or solution to a problem.
2. **World-building**: The GM can use an idea roll to generate random ideas for the game world, NPCs, or plot twists.
3. **Problem-solving**: The player can",You are a helpful AI assistant.
What are the Mythos Tomes,"They are books of arcane wisdom, secret and magic",11,"The Mythos Tomes are a collection of fictional books in the Cthulhu Mythos, a shared universe created by author H.P. Lovecraft. These tomes are ancient, forbidden texts that contain knowledge and secrets about the Old Ones, otherworldly beings, and the mysteries of the universe. They are often mentioned in Lovecraft's stories and have since been expanded upon by other authors in the Cthulhu Mythos.

Some of the most well-known Mythos Tomes include:

1. **The Necronomicon**: Considered the most infamous of the Mythos Tomes, it is said to contain the secrets of the Old Ones, including the rituals and incantations needed to summon them. The Necronomicon is often associated with the deity Cthulhu.
2. **The Pnakotic Manuscripts**: These ancient texts are said to contain the secrets of the Old Ones and the history of the world. They are often associated with the deity Yog-Sothoth.
3. **The Cyäegha Cult Book**: This tome is said to contain the secrets of the Cyäegha cult, a group of beings who worship the deity Cyäegha.
4. **The Book of Eibon**: This",You are a helpful AI assistant.
What is the Mythos rating of the Celaeno Fragments?,27,11,"I couldn't find any information on the ""Celaeno Fragments"" in relation to a specific rating system called ""Mythos."" However, I can provide some context.

Celaeno is a figure from Greek mythology, one of the three Harpies who served as the companions of the gods. If you are referring to a work of fiction or a game that features Celaeno, please provide more context or information about it, and I'll do my best to help you with your question.",You are a helpful AI assistant.
When was the Key of Solomon written?,In the 14th century AD,11,"The Key of Solomon is a medieval grimoire (a book of magic spells and incantations) that is attributed to King Solomon, a king of Israel in the 10th century BC. However, the current versions of the Key of Solomon that we have today were likely written much later.

The earliest known manuscripts of the Key of Solomon date back to the 14th or 15th century AD, during the Renaissance period in Europe. These manuscripts were written in Latin and contain a collection of magical rituals, spells, and incantations, as well as diagrams and illustrations of magical symbols and talismans.

The most well-known version of the Key of Solomon is the ""Clavicula Salomonis,"" which was published in the 17th century by a French occultist named Samuel Liddell Mathers. This version is based on earlier manuscripts and has become the standard reference for modern occultists and practitioners of ceremonial magic.

So, while the original ideas and concepts in the Key of Solomon may date back to ancient times, the written versions of the book as we know them today were likely written in the 14th to 17th centuries AD.",You are a helpful AI assistant.
What are the main spell classes?,"Dismiss Spells, Contact Spells and Enchantment Spells",12,"In the context of fantasy role-playing games, particularly Dungeons & Dragons (D&D), the main spell classes are:

1. **Abjuration**: Spells that protect, banish, or repel. These spells often create barriers, seal doors, or prevent harm from reaching the caster or their allies.
2. **Conjuration**: Spells that summon or create objects, creatures, or effects. These spells can bring forth magical items, creatures, or even entire environments.
3. **Divination**: Spells that provide insight, predict the future, or reveal hidden information. These spells often grant the caster knowledge about the past, present, or future.
4. **Enchantment**: Spells that charm, beguile, or manipulate the minds of others. These spells can make creatures more friendly, grant them temporary abilities, or even control their actions.
5. **Evocation**: Spells that deal damage, manipulate energy, or create explosions. These spells often involve raw magical power and can be destructive.
6. **Illusion**: Spells that deceive the senses, create fake objects or environments, or manipulate perception. These spells can make it difficult for enemies to discern reality from illusion.
7. **Necromancy**: Spells that manipulate death, the undead, or the spirits",You are a helpful AI assistant.
How long does a Banishment of Yde Etad spell last at minimum?,1 hour,12,"I couldn't find any information on a spell called ""Banishment of Yde Etad."" It's possible that it's a lesser-known or obscure spell, or it could be a misspelling or variation of a different spell. Can you provide more context or information about this spell, such as its source or any other details you know about it?",You are a helpful AI assistant.
What is the cost of a Bless Blade?,5 POW and 1D4 sanity points,12,"I'm not aware of any widely known item called a ""Bless Blade."" It's possible that it's a fictional item from a game, book, or other source. Can you provide more context or information about the Bless Blade, such as where you heard about it or what it's used for? I'll do my best to help you find the answer.",You are a helpful AI assistant.
Which spell can a cultist use to get in touch with alien races?,The Contact Spell,12,"In the context of Dungeons & Dragons (D&D), cultists often dabble in the dark arts and may use various spells to communicate with otherworldly beings, including alien races. 

One spell that might fit the bill is ""Contact Other Plane"" (PHB, p. 253). This spell allows the caster to establish a telepathic link with a being on another plane of existence. However, it's worth noting that this spell doesn't specifically target alien races, but rather any being on another plane.

Another option could be ""Gate"" (PHB, p. 294), which creates a portal to another plane of existence. While not directly a communication spell, it could potentially be used to summon or contact alien beings.

In some campaign settings, like the ""Planescape"" setting, there are specific spells and rituals that allow for communication with various planar entities, including alien races. However, these are setting-specific and not part of the core rules.

If you're looking for a more specific spell for contacting alien races, you might consider creating a custom spell or using a homebrew option, as the core rules don't provide a direct answer.",You are a helpful AI assistant.
Who uses Carotid Toxin?,Serpent people,13,"Carotid toxin is not a commonly known term in medical or scientific literature. However, I believe you might be referring to ""Botulinum toxin"" or ""Botulinum toxin type A,"" which is also known as ""Botox."" 

Botox is a neurotoxin produced by the bacterium Clostridium botulinum. It is used in various medical and cosmetic applications, including:

1.  **Cosmetic procedures**: Botox is used to temporarily relax facial muscles, reducing the appearance of wrinkles and fine lines, particularly in the forehead, frown lines, and crow's feet.
2.  **Medical treatments**: Botox is used to treat various medical conditions, such as:
    *   Blepharospasm (eyelid spasms)
    *   Strabismus (crossed eyes)
    *   Facial spasms
    *   Migraines
    *   Excessive sweating (hyperhidrosis)
    *   Muscle spasms in the neck and face
3.  **Dentistry**: Botox is used to treat teeth grinding and clenching (bruxism) and to relax the masseter muscle.
4.  **Ophthalmology**: Botox is",You are a helpful AI assistant.
What is a Temporal Communicator?,It is an artifact that allows Yithians to communicate with entities that have contacted the artifact in time and space,13,"A Temporal Communicator is a hypothetical device or concept that is often associated with time travel and communication across different points in time. The idea of a Temporal Communicator is typically found in science fiction, particularly in the Star Trek universe, where it is a device used by the crew of the USS Enterprise to communicate with other civilizations across different time periods.

In the Star Trek universe, a Temporal Communicator is a device that allows users to send and receive messages through subspace, which is a hypothetical realm that exists outside of normal space-time. This allows for near-instant communication across vast distances, including through time.

The concept of a Temporal Communicator is often used as a plot device to facilitate communication between characters across different time periods, allowing them to coordinate actions, share information, or even warn each other of impending events.

While the idea of a Temporal Communicator is purely fictional, it has inspired interesting discussions about the possibilities and implications of time travel and communication across different points in time.",You are a helpful AI assistant.
What characteristics are typically possessed by monsters and beasts?,"STR, CON, SIZ, POW, INT, DEX",14,"In mythology, folklore, and popular culture, monsters and beasts are often depicted with a range of characteristics that set them apart from humans and other animals. Here are some common traits associated with monsters and beasts:

1. **Physical Appearance**: Monsters and beasts often have unusual or exaggerated physical features, such as:
	* Scaly or hairy skin
	* Sharp teeth and claws
	* Large size or unusual proportions (e.g., giant spiders, dragons)
	* Multiple limbs or heads
	* Glowing eyes or other unusual visual features
2. **Strength and Power**: Monsters and beasts are often depicted as incredibly strong and powerful, capable of:
	* Overpowering humans and other animals
	* Causing destruction and chaos
	* Surviving in extreme environments (e.g., fire, ice, darkness)
3. **Aggression and Ferocity**: Monsters and beasts are often portrayed as aggressive and ferocious, with a strong instinct to attack and devour their prey.
4. **Intelligence and Cunning**: Some monsters and beasts are depicted as intelligent and cunning, using their wits to outsmart their enemies or prey.
5. **Supernatural or Magical Abilities**: Many monsters and beasts possess supernatural or magical powers, such as:
	* Shape",You are a helpful AI assistant.
What is the range of build value for a human?,From -2 to +2,14,"The range of build value for a human can be subjective and varies greatly depending on several factors such as age, sex, height, muscle mass, bone density, and body composition. However, here are some general guidelines on the different body mass index (BMI) categories and their corresponding body measurements:

**For adults:**

- Underweight: BMI < 18.5
  - Weight: 95 lbs (43 kg) or less for a 5'2"" (157 cm) female, 110 lbs (50 kg) or less for a 5'9"" (175 cm) male
  - Body fat percentage: 5-10%

- Normal weight: BMI 18.5-24.9
  - Weight: 120-170 lbs (54-77 kg) for a 5'2"" (157 cm) female, 140-190 lbs (64-86 kg) for a 5'9"" (175 cm) male
  - Body fat percentage: 10-20%

- Overweight: BMI 25-29.9
  - Weight: 170-220 lbs (77-100 kg) for a 5'2"" (157 cm) female, 190-240 lbs",You are a helpful AI assistant.
What is a Crawling One composed of?,Worms,14,"A ""Crawling One"" can refer to different concepts depending on the context. However, I'll provide a few possible interpretations:

1. **Mythology and Folklore:** In various mythologies and folklores, a ""Crawling One"" might refer to a creature that crawls on all fours, such as a giant spider, a serpent, or a demonic entity. These creatures often symbolize chaos, evil, or the underworld.

2. **Dungeons & Dragons (D&D):** In the popular tabletop role-playing game Dungeons & Dragons, a ""Crawling Chaos"" is a type of demon from the Abyss, a realm of chaos and darkness. Crawling Chaos demons are known for their ability to manipulate reality and reality-bending powers.

3. **Other interpretations:** Without more context, it's also possible that a ""Crawling One"" could refer to a fictional creature from a specific story, game, or universe. If you provide more information or context, I can try to give a more specific answer.

If you have any additional details or clarification about the ""Crawling One"" you're referring to, I'd be happy to try and provide a more accurate answer.",You are a helpful AI assistant.
What is the average STR of the Elder Thing?,190,14,"In the Elder Scrolls universe, the Elder Thing is a Daedra from the plane of Oblivion. However, I couldn't find any information about the Elder Thing's STR (Strength) in the Elder Scrolls lore.",You are a helpful AI assistant.
When do Clayton and Harris run into the forest in the 'Amidst the Ancient Trees' scenario?,On June 19th 1925,15,"I'm not aware of any information about a scenario called 'Amidst the Ancient Trees' or characters named Clayton and Harris. It's possible that this is a lesser-known or fictional scenario, or it could be a misunderstanding. Can you provide more context or clarify what you are referring to?",You are a helpful AI assistant.
