question,answer,chapter,generated_answer,system_prompt
What happens when a spell casting roll fails?,"The caster must pay Magic points, Sanity Points and/or POW, multiplied by 1D6",9,"When  a  spell  casting  roll  is  pushed  and  failed,  the  caster 
must immediately pay the full Magic point cost of the spell. No 
such payment is required if the roll is a regular success.

When  a  spell  casting  roll  is  pushed  and  the  roll  is  still 
failed, the caster should consider the consequences for the failed 
casting roll (see The Consequences of Failing a Pushed Spell 
Casting Roll, page 180). No Magic points are spent or San-
ity lost if the pushed roll is failed.

When  a  spell  is  recast  as  a  pushed  casting  (while  the 
original casting is still in effect) the Keeper must apply the con-
sequences of the pushed casting roll to the current spell effect. In 
other words, the pushed casting roll is not for the benefit of the 
caster but for the benefit of the players. It gives the players an 
opportunity to alter or negate the current spell effect.

The  only  alternative  to  this  is  to  allow  the  players  to 
make a skill roll to resist the spell, which may not always be 
appropriate",You are a helpful AI assistant.
What information is advised that the Keeper gives to the players before they create their investigators?,"The date and location of the player scenario, a basic description of the beginning of the scenario, professions suitable for the scenario, and suggestions on how the investigator know each other",10,"When starting a game of Call of Cthulhu, it is advised that the Keeper provides the players with some background information on the period in which the game is set. This is usually done to encourage the players to 
keep their period setting knowledge in mind when generating their investigators. 

The players are encouraged to ask questions about the setting to the Keeper. The Keeper should try to give out as little information as possible, feeding the players just enough information to keep them interested and 
motivated. The players will pick up on what you are giving them verbally, so be sure to keep control of non-player characters and the world around the players’ investigators. 

When the players have decided on their investigators, the Keeper should take a close look to ensure that no one investigator is going to dominate the game. If one player has created a highly powerful investigator, it may be 
necessary for the Keeper to even the odds by adding a complication or two to that investigator’s backstory. 

The players now have their starting point from which to begin the game. Their goal, as mentioned, is to find out what has happened to their missing friend. The players know that the university is closed until 
further notice, but they also know that this will not stop them from trying to",You are a helpful AI assistant.
What are NPCs?,NPCs are Non-player characters that are controlled by the Keeper,10,"NPC  stands  for  Non-Player  Character.  In  roleplaying 
games,  such  as  Dungeons  &  Dragons,  the  players  control 
their  investigator  characters,  while  the  Keeper  (usually  the 
person running the game) controls everyone else, known as non-
player characters. Nonplayer characters can be the investigators’ 
allies or their enemies, and often include simple, unintelligent 
creatures for the players to fight against. 

In published scenarios, nonplayer characters may have their 
characteristics, skills, and so on already worked out, and some 
may even have their own dice and paper for record-keeping. 
Other nonplayer characters may be played “on the fly” and do 
not require any additional work from the Keeper. 

When  a  group  of  investigators  is  involved,  a  Keeper 
will usually have five or six people to keep track of, and this is 
not so bad; however, when the investigators are joined by a 
bunch of other nonplayer characters, the number of people the 
Keeper has to keep track of can quickly escalate. To help with 
this, the Keeper should focus on the investigators",You are a helpful AI assistant.
What is an Idea Roll?,"It is a roll that allows players to get a clue, and that decides how they get this clue",10,"In roleplaying games, an Idea Roll is a dice roll used to determine whether 
the players can improvise and go in an unplanned direction. 

An  Idea  Roll  is  usually  called  for  when  a  player  proposes  an 
unforeseen action or event. The roll determines whether events in the 
game unfold as the player wishes or if the Keeper uses the result to block 
the player’s progress, perhaps with some negative consequence.

An Idea Roll is different to a Perception (Spot Hidden, Listen, Psy-
chology)  roll.  A  Perception  roll  is  used  to  allow  the  player  to 
discover hidden information. An Idea roll is used to allow the player 
to use previously undiscovered hidden information.

An Idea Roll is different to a Pushed roll. A Pushed roll is used when 
a player asks for a second attempt at a skill roll, usually with the aim 
of achieving a desired goal. An Idea roll is used to move the game on 
when a player lacks sufficient skill to achieve a goal on a regular skill 
roll. The Keeper may require an Idea roll if the player fails a skill roll 
when attempting to achieve a goal for a",You are a helpful AI assistant.
What are the Mythos Tomes,"They are books of arcane wisdom, secret and magic",11,"A dread subject. The Mythos Tomes are a series of ancient, 
mysterious  books  (many  of  them  ancient  and  in  poor 
condition) that describe the Mythos in some manner, or 
provide some magical or occult information, or provide a 
spell or two that utilize Mythos monsters as components or 
in the creation of the spell. 

Most tomes are for keeping on a shelf, to be occasionally 
read  and  re-read,  and  pondered  over.  Each  tome  is  a 
potential source of spells, as well as providing information on 
Magic points and POW, and so on. 

Some tomes are ancient and must be carefully decoded. 
Other tomes are active and malevolent, trying to lead the 
reader into error and leading them into dark and terrible 
events.  Other  tomes  are  simply  rubbish,  written  by  men 
and women unwise in the ways of the world and the true 
meaning of the universe.

Each tome has a Cthulhu Mythos rating, denoting how 
many Cthulhu Mythos points are gained when the book is 
first  read.  Subsequent ",You are a helpful AI assistant.
What is the Mythos rating of the Celaeno Fragments?,27,11,I'm not familiar with that term. Could you provide more context or clarify what you are referring to?,You are a helpful AI assistant.
When was the Key of Solomon written?,In the 14th century AD,11,"The  authorship  and  exact  date  of  writing  of  the  Key  of 
Solomon  are  unknown.  It  is  traditionally  attributed  to  King 
Solomon, who is said to have written it in the 10th century BC. 
However, the existing versions of the text are all medieval manu-
scripts, with the earliest known versions dating to the 14th century 
AD.  The  Key  of  Solomon  is  a  grimoire,  a  book  of  spells  and 
incantations, purporting to reveal to the reader how to contact 
and  command  a  variety  of  demons  and  other  entities.  The 
books also allegedly tell how to create and summon demon-sum-
moning  devices,  such  as  the  fabled  Pentacle  of  planar  rule. 
The  books  also  allegedly  contain  the  spells  Summon/Bind 
Byakhee,  Contact  Deity/ Kthulhut,  Contact  Deity/Yog-So-
thoth, Contact Deity/Zhothaqquah, Create Gate,",You are a helpful AI assistant.
What are the main spell classes?,"Dismiss Spells, Contact Spells and Enchantment Spells",12,"In the main, spells in the Call of Cthulhu game are classed as 
Mythos or Non-Mythos. 

Non-Mythos spells can be found in the Grimoire at the back 
of this book and in certain Mythos tomes. They are organized 
alphabetically by name. Each spell has a cost in magic points, 
Sanity points (if appropriate), and POW that must be factored 
into the character’s build. Learning a spell may take weeks, a 
month or more. The Keeper decides on the time required. The 
study of a tome is an important factor and can add greatly to 
the learning time. The Keeper should never feel constrained to 
use the rules for learning a spell in the manner it is presented 
in this chapter; every scenario, player, and group is different. 
Some players will hurry through the process, while others will 
delve deeply into it. Be prepared to be creative and to make 
judgments about the pace of the game.

A Note About the Magic of the Cthulhu Mythos
In the stories of H.P. Lovecraft, magic is weak and of little 
importance  to  the  greater  cosmic  scheme",You are a helpful AI assistant.
How long does a Banishment of Yde Etad spell last at minimum?,1 hour,12,"A  rather  obscure  question!  I  do  not  have  any  infor-
mation on the Banishment of Yde Etad spell save for it having 
a minimum of 1D6 magic points cost.",You are a helpful AI assistant.
What is the cost of a Bless Blade?,5 POW and 1D4 sanity points,12,"I don't have any information about a ""Bless Blade"". Could you provide more context or information about what a Bless Blade is? Is it a magical weapon, perhaps from a particular video game or book?",You are a helpful AI assistant.
Which spell can a cultist use to get in touch with alien races?,The Contact Spell,12,"There are several options, depending on the cultist’s knowledge and goals. 

Contact Deep One: The cultist tries to contact deep ones. The spell 
must be cast at a coastline, sea-loch, or other saltwater lake. The 
casters must have a deck of tarot cards and a book on the magic 
of Dagon. As the cultists dance around the alter, they draw cards 
from the deck, each one representing an organ of the body. For 
each organ, they must roll under the percentiles on the card. For 
each organ that fails, the caster loses 1D3 CON. For each organ 
that succeeds, the caster gains 1D3 DEX. In the case of a tie, the 
organ is unaffected. The spell lasts 24 hours or until the caster’s 
DEX reaches zero. 

Contact  Elder  Thing:  The  caster  expends  1  magic  point 
per 10 feet of the elder thing’s distance from the caster. Elder 
things normally inhabit the stars, so this spell can reach any 
distance. The caster must know the elder thing’s correct loca-
tion. The elder thing appears in a brilliant flash of light. It is",You are a helpful AI assistant.
Who uses Carotid Toxin?,Serpent people,13,"I'm not aware of any mainstream information regarding Carotid Toxin. It is possible that it could be something home-brew or from a specific source, such as a particular scenario or campaign.",You are a helpful AI assistant.
What is a Temporal Communicator?,It is an artifact that allows Yithians to communicate with entities that have contacted the artifact in time and space,13,I don't have any information on what a temporal communicator is. Can I help you with anything else?,You are a helpful AI assistant.
What characteristics are typically possessed by monsters and beasts?,"STR, CON, SIZ, POW, INT, DEX",14,"In  the  main,  monsters  and  beasts  have  the  following 
characteristics,  other  characteristics  being  made  up  during 
character creation to fit the Keeper’s requirements.

G  STR:  75%  or  more  indicates  a  large  creature;  50% 
to  74%  indicates  a  normal  human  build;  33%  to  49% 
indicates  a  small  person  or  child;  1%  to  32%  indicates 

Monster Characteristics
A monster’s characteristics should be proportional to those of a 
humanity.  A  monster  is  never  going  to  have  a  DEX  of 
125,  for  example,  no  matter  how  agile  it  may  appear  to 
be. Similarly, a monster is never going to have a STR of 50 or 
less. The upper limit of a characteristic is whatever the Keeper 
feels appropriate for that monster. 

SIZ varies by monster. 

EDU, APP, and DEX are not used for monsters.

Damage Bonus 
Most monsters and some humans have",You are a helpful AI assistant.
What is the range of build value for a human?,From -2 to +2,14,"In many roleplaying games, the build is a characteristic that denotes 
the physical size and strength of a character. The build of a human 
can vary from 0 to 6, though it is rare to find a human with a 
build of 0 or 6. A build of 0 would imply a child or frail person, 
while a build of 6 would imply someone of enormous muscle mass, 
far beyond human average. 

In the game, the build of a character determines the amount 
of  damage  they  can  inflict  in  a  fist  fight  (see  Table  XVII: 
Damage Bonus and Build, page 401). Build also affects the char-
acter’s  hit  points  (see  Table  XVII:  Damage  Bonus  and  Build, 
page 401). 

In the game, characteristic values are used as a guide to create 
an image of an investigator that feels real to the player. The age 
of the investigator is used to establish a number for the physical 
attributes of Strength, Constitution, Size, and Dexterity. The 
player is free to alter these within the given ranges. 

Age of the Investigator
The  age  of",You are a helpful AI assistant.
What is a Crawling One composed of?,Worms,14,"Crawling ones are composed of a semi-liquid, semi-solid, and extremely elastic substance, commonly referred to as a ""mass"" or ""bulk"". This mass is made up of thousands of tiny, 
ropy, wormlike appendages. These appendages can be retracted into the bulk at will, 
providing a pseudopod with which to grasp prey or an additional limb with which to 
perform some manipulative task. The bulk of a crawling one is a translucent, 
semi-elastic mass, formed from the tips of the many appendages. It is this bulk that 
contains the crawling one's vital organs and with which it interacts with its environment. 
When the creature dies, its bulk ruptures and deflates with a disgusting 
popping sound, and the thousands of appendages shrivel up and 
break off, some still writhing and twisting in the ground.

—H.P. Lovecraft, The Shadow Out of Time

Crawling ones look like elongated globular masses covered in 
thin, semi-elastic tentacles. These appendages can be retracted 
into the body at will. The creatures do not have any truly internal 
organs, with all essential functions performed by the central 
bulk.",You are a helpful AI assistant.
What is the average STR of the Elder Thing?,190,14,"I'm sorry, I do not have information on Elder Things.",You are a helpful AI assistant.
When do Clayton and Harris run into the forest in the 'Amidst the Ancient Trees' scenario?,On June 19th 1925,15,"I don't have access to that specific scenario. You could try looking it up, or check with the person who is running the game.",You are a helpful AI assistant.
